1_event_id,2_event_type,3_event_clock,4_event_ns,5_event_value,6_event_ifrecovery,7_recovery_clock,8_recovery_ns,9_event_duration,10_function_name,11_function_parameter,12_trigger_dscr,13_trigger_expression,14_trigger_flags,15_trigger_priority,16_trigger_type,17_trigger_recovery_mode,18_trigger_recovery_expression,19_item_delay,20_item_name,21_item_type,22_item_value_type,23_item_dscr,24_item_flags,25_item_port,26_item_snmpcommunity,27_item_snmpoid,28_item_units
8238,3,1539704107,848250854,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8331,3,1539704407,46606281,1,1,1539704407,46606281,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8337,3,1539704407,46606281,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8452,3,1539704711,233475393,1,1,1539704711,233475393,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8463,3,1539704711,233475393,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8555,3,1539705307,23304733,1,1,1539705307,23304733,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8561,3,1539705307,23304733,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8652,3,1539705607,733635244,1,1,1539705607,735235314,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8658,3,1539705607,735235314,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8737,3,1539705907,446070845,1,1,1539705907,446070845,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8743,3,1539705907,446070845,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8799,3,1539706207,854956855,1,1,1539706207,854956855,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8805,3,1539706207,854956855,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8896,3,1539706507,701485313,1,1,1539706507,701485313,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
8902,3,1539706507,701485313,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9030,3,1539765907,838547137,1,1,1539765907,843875853,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9045,3,1539765907,843875853,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9150,3,1539766207,716412692,1,1,1539766207,716572186,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9167,3,1539766207,716572186,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9221,3,1539766507,835573928,1,1,1539766507,838008582,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9238,3,1539766507,838008582,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9295,3,1539766808,7842007,1,1,1539766808,12837319,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9301,3,1539766808,12837319,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9431,3,1539767407,881400780,1,1,1539767407,881400780,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9437,3,1539767407,881400780,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9475,3,1539767707,248379302,1,1,1539767707,249877386,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9481,3,1539767707,249877386,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9515,3,1539768007,59886364,1,1,1539768007,61293710,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9521,3,1539768007,61293710,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9563,3,1539768307,154140936,1,1,1539768307,156661249,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
9569,3,1539768307,156661249,0,0,0,0,0,avg,5m,Interface GigabitEthernet0/1: High error rate,{17042}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"}  or {17043}>{$IF_ERRORS_WARN:"GigabitEthernet0/1"},4,2,0,1,{17042}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2  and {17043}<{$IF_ERRORS_WARN:"GigabitEthernet0/1"}-2,300,Interface GigabitEthernet0/1: Inbound packets with errors,4,3,MIB: IF-MIB  For packet-oriented interfaces the number of inbound packets that contained errors preventing them from being deliverable to a higher-layer protocol.  For character-oriented or fixed-length interfaces the number of inbound transmission units that contained errors preventing them from being deliverable to a higher-layer protocol. Discontinuities in the value of this counter can occur at re-initialization of the management system and at other times as indicated by the value of ifCounterDiscontinuityTime.,4,,{$SNMP_COMMUNITY},1.3.6.1.2.1.2.2.1.14.2,
