1_history_clock,2_history_ns,3_history_value,19_item_delay,20_item_name,21_item_type,22_item_value_type,23_item_dscr,24_item_flags,25_item_port,26_item_snmpcommunity,27_item_snmpoid,28_item_units
1539172805,965222997,vIOS-Core-I.companyXYZ.sk,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539176405,633215058,vIOS-Core-I.companyXYZ.sk,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539180005,124460306,vIOS-Core-I.companyXYZ.sk,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539169205,801948281,iso.3.6.1.4.1.9.1,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539172805,965222997,iso.3.6.1.4.1.9.1,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539176405,633215058,iso.3.6.1.4.1.9.1,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539180005,124460306,iso.3.6.1.4.1.9.1,30,Device uptime,4,3,MIB: SNMPv2-MIB  The time (in hundredths of a second) since the network management portion of the system was last re-initialized.,0,,{$SNMP_COMMUNITY},1.3.6.1.2.1.1.3.0,uptime
1539169205,801948281,,60,SNMP availability,5,3,,0,,,,
1539172805,965222997,,60,SNMP availability,5,3,,0,,,,
1539176405,633215058,,60,SNMP availability,5,3,,0,,,,
1539180005,124460306,,60,SNMP availability,5,3,,0,,,,
1539169205,801948281,Cisco IOS Software- vios_l2 Software (vios_l2-ADVENTERPRISEK9-M)- Version 15.2(4.0.55)E- TEST ENGINEERING ESTG_WEEKLY BUILD- synced to  END_OF_FLO_ISP  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2015 by Cisco Systems- Inc.  Co,60,SNMP availability,5,3,,0,,,,
1539172805,965222997,Cisco IOS Software- vios_l2 Software (vios_l2-ADVENTERPRISEK9-M)- Version 15.2(4.0.55)E- TEST ENGINEERING ESTG_WEEKLY BUILD- synced to  END_OF_FLO_ISP  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2015 by Cisco Systems- Inc.  Co,60,SNMP availability,5,3,,0,,,,
1539176405,633215058,Cisco IOS Software- vios_l2 Software (vios_l2-ADVENTERPRISEK9-M)- Version 15.2(4.0.55)E- TEST ENGINEERING ESTG_WEEKLY BUILD- synced to  END_OF_FLO_ISP  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2015 by Cisco Systems- Inc.  Co,60,SNMP availability,5,3,,0,,,,
1539180005,124460306,Cisco IOS Software- vios_l2 Software (vios_l2-ADVENTERPRISEK9-M)- Version 15.2(4.0.55)E- TEST ENGINEERING ESTG_WEEKLY BUILD- synced to  END_OF_FLO_ISP  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2015 by Cisco Systems- Inc.  Co,60,SNMP availability,5,3,,0,,,,
1539169205,803872554,,60,SNMP availability,5,3,,0,,,,
1539172805,965222997,,60,SNMP availability,5,3,,0,,,,
1539176405,633215058,,60,SNMP availability,5,3,,0,,,,
1539180005,124460306,,60,SNMP availability,5,3,,0,,,,
1539169205,801948281,vIOS-Core-I.companyXYZ.sk,60,SNMP availability,5,3,,0,,,,
1539172805,965222997,vIOS-Core-I.companyXYZ.sk,60,SNMP availability,5,3,,0,,,,
1539176405,633215058,vIOS-Core-I.companyXYZ.sk,60,SNMP availability,5,3,,0,,,,
1539180005,124460306,vIOS-Core-I.companyXYZ.sk,60,SNMP availability,5,3,,0,,,,
1539169205,801948281,iso.3.6.1.4.1.9.1,60,SNMP availability,5,3,,0,,,,
1539172805,965222997,iso.3.6.1.4.1.9.1,60,SNMP availability,5,3,,0,,,,
1539176405,633215058,iso.3.6.1.4.1.9.1,60,SNMP availability,5,3,,0,,,,
1539180005,124460306,iso.3.6.1.4.1.9.1,60,SNMP availability,5,3,,0,,,,
