1_history_clock,2_history_ns,3_history_value,19_item_delay,20_item_name,21_item_type,22_item_value_type,23_item_dscr,24_item_flags,25_item_port,26_item_snmpcommunity,27_item_snmpoid,28_item_units
1539697565,87040283,0.0,60,ICMP loss,3,0,,0,,,,%
1539697625,990289790,0.0,60,ICMP loss,3,0,,0,,,,%
1539697685,239235966,0.0,60,ICMP loss,3,0,,0,,,,%
1539697745,374883164,0.0,60,ICMP loss,3,0,,0,,,,%
1539697805,231210879,0.0,60,ICMP loss,3,0,,0,,,,%
1539697865,355094105,0.0,60,ICMP loss,3,0,,0,,,,%
1539697925,130586796,0.0,60,ICMP loss,3,0,,0,,,,%
1539697985,260781175,0.0,60,ICMP loss,3,0,,0,,,,%
1539698045,394660721,0.0,60,ICMP loss,3,0,,0,,,,%
1539698105,327462698,0.0,60,ICMP loss,3,0,,0,,,,%
1539698165,517348416,0.0,60,ICMP loss,3,0,,0,,,,%
1539698225,750836160,0.0,60,ICMP loss,3,0,,0,,,,%
1539698285,892428473,0.0,60,ICMP loss,3,0,,0,,,,%
1539698345,9294274,0.0,60,ICMP loss,3,0,,0,,,,%
1539600065,960152663,0.0,60,ICMP response time,3,0,,0,,,,s
1539600125,651636971,0.0,60,ICMP response time,3,0,,0,,,,s
1539600185,324979177,0.0,60,ICMP response time,3,0,,0,,,,s
1539600245,996311957,0.0,60,ICMP response time,3,0,,0,,,,s
1539600305,666381961,0.0,60,ICMP response time,3,0,,0,,,,s
1539600365,346111596,0.0,60,ICMP response time,3,0,,0,,,,s
1539600425,19748621,0.0,60,ICMP response time,3,0,,0,,,,s
1539600485,693220841,0.0,60,ICMP response time,3,0,,0,,,,s
1539600545,364993806,0.0,60,ICMP response time,3,0,,0,,,,s
1539600605,36611820,0.0,60,ICMP response time,3,0,,0,,,,s
1539600665,709497563,0.0,60,ICMP response time,3,0,,0,,,,s
1539600725,381703130,0.0,60,ICMP response time,3,0,,0,,,,s
1539600785,54158377,0.0,60,ICMP response time,3,0,,0,,,,s
1539600845,727205318,0.0,60,ICMP response time,3,0,,0,,,,s
1539600905,398983168,0.0,60,ICMP response time,3,0,,0,,,,s
1539600965,69371302,0.0,60,ICMP response time,3,0,,0,,,,s
1539601025,738754951,0.0,60,ICMP response time,3,0,,0,,,,s
1539601085,410217254,0.0,60,ICMP response time,3,0,,0,,,,s
1539601145,81443821,0.0,60,ICMP response time,3,0,,0,,,,s
1539601205,753687999,0.0,60,ICMP response time,3,0,,0,,,,s
1539601265,426630318,0.0,60,ICMP response time,3,0,,0,,,,s
1539601325,100947353,0.0,60,ICMP response time,3,0,,0,,,,s
1539601385,774402155,0.0,60,ICMP response time,3,0,,0,,,,s
1539601445,446503123,0.0,60,ICMP response time,3,0,,0,,,,s
1539601505,119001302,0.0,60,ICMP response time,3,0,,0,,,,s
1539601565,791169360,0.0,60,ICMP response time,3,0,,0,,,,s
1539601625,463561438,0.0,60,ICMP response time,3,0,,0,,,,s
1539601685,136432811,0.0,60,ICMP response time,3,0,,0,,,,s
1539601745,808515518,0.0,60,ICMP response time,3,0,,0,,,,s
1539601805,480675007,0.0,60,ICMP response time,3,0,,0,,,,s
1539601865,152106883,0.0,60,ICMP response time,3,0,,0,,,,s
1539601925,823733966,0.0,60,ICMP response time,3,0,,0,,,,s
1539601985,499428910,0.0,60,ICMP response time,3,0,,0,,,,s
1539602045,172239922,0.0,60,ICMP response time,3,0,,0,,,,s
1539602105,844628240,0.0,60,ICMP response time,3,0,,0,,,,s
1539602165,517168723,0.0,60,ICMP response time,3,0,,0,,,,s
1539602225,189948388,0.0,60,ICMP response time,3,0,,0,,,,s
1539602285,863136122,0.0,60,ICMP response time,3,0,,0,,,,s
1539602345,534742849,0.0,60,ICMP response time,3,0,,0,,,,s
1539602405,206704249,0.0,60,ICMP response time,3,0,,0,,,,s
1539602465,878333414,0.0,60,ICMP response time,3,0,,0,,,,s
1539602525,554192885,0.0,60,ICMP response time,3,0,,0,,,,s
1539602585,228365840,0.0,60,ICMP response time,3,0,,0,,,,s
1539602645,900360646,0.0,60,ICMP response time,3,0,,0,,,,s
1539602705,572885926,0.0,60,ICMP response time,3,0,,0,,,,s
1539602765,245839139,0.0,60,ICMP response time,3,0,,0,,,,s
1539602825,920691427,0.0,60,ICMP response time,3,0,,0,,,,s
1539602885,596676700,0.0,60,ICMP response time,3,0,,0,,,,s
1539602945,269770600,0.0,60,ICMP response time,3,0,,0,,,,s
1539603005,941553155,0.0,60,ICMP response time,3,0,,0,,,,s
1539603065,614630974,0.0,60,ICMP response time,3,0,,0,,,,s
1539603125,285910707,0.0,60,ICMP response time,3,0,,0,,,,s
1539603185,960912523,0.0,60,ICMP response time,3,0,,0,,,,s
1539603245,632601133,0.0,60,ICMP response time,3,0,,0,,,,s
1539603305,304034877,0.0,60,ICMP response time,3,0,,0,,,,s
1539603365,977530893,0.0,60,ICMP response time,3,0,,0,,,,s
1539603425,649236343,0.0,60,ICMP response time,3,0,,0,,,,s
1539603485,321335008,0.0,60,ICMP response time,3,0,,0,,,,s
1539603545,994550431,0.0,60,ICMP response time,3,0,,0,,,,s
1539603605,665994571,0.0,60,ICMP response time,3,0,,0,,,,s
1539603665,338096580,0.0,60,ICMP response time,3,0,,0,,,,s
1539603725,9682563,0.0,60,ICMP response time,3,0,,0,,,,s
1539603785,681556575,0.0,60,ICMP response time,3,0,,0,,,,s
1539603845,353232185,0.0,60,ICMP response time,3,0,,0,,,,s
1539603905,32639387,0.0,60,ICMP response time,3,0,,0,,,,s
1539603965,704681213,0.0,60,ICMP response time,3,0,,0,,,,s
1539604025,377134899,0.0,60,ICMP response time,3,0,,0,,,,s
1539604085,52583121,0.0,60,ICMP response time,3,0,,0,,,,s
1539604145,726212283,0.0,60,ICMP response time,3,0,,0,,,,s
1539604205,398993202,0.0,60,ICMP response time,3,0,,0,,,,s
1539604265,70864056,0.0,60,ICMP response time,3,0,,0,,,,s
1539604325,743485430,0.0,60,ICMP response time,3,0,,0,,,,s
1539604385,415223098,0.0,60,ICMP response time,3,0,,0,,,,s
1539604445,87764223,0.0,60,ICMP response time,3,0,,0,,,,s
1539604505,759621474,0.0,60,ICMP response time,3,0,,0,,,,s
1539604565,432416935,0.0,60,ICMP response time,3,0,,0,,,,s
1539604625,105385127,0.0,60,ICMP response time,3,0,,0,,,,s
1539604685,777241332,0.0,60,ICMP response time,3,0,,0,,,,s
1539604745,452464270,0.0,60,ICMP response time,3,0,,0,,,,s
1539604805,127133402,0.0,60,ICMP response time,3,0,,0,,,,s
1539604865,801053501,0.0,60,ICMP response time,3,0,,0,,,,s
1539604925,474669224,0.0,60,ICMP response time,3,0,,0,,,,s
1539604985,146936176,0.0,60,ICMP response time,3,0,,0,,,,s
1539605045,818522082,0.0,60,ICMP response time,3,0,,0,,,,s
1539605105,491873293,0.0,60,ICMP response time,3,0,,0,,,,s
1539605165,166094711,0.0,60,ICMP response time,3,0,,0,,,,s
1539605225,837602818,0.0,60,ICMP response time,3,0,,0,,,,s
1539605285,509819934,0.0,60,ICMP response time,3,0,,0,,,,s
1539605345,183778005,0.0,60,ICMP response time,3,0,,0,,,,s
1539605405,855963479,0.0,60,ICMP response time,3,0,,0,,,,s
1539605465,529612252,0.0,60,ICMP response time,3,0,,0,,,,s
1539605525,200996524,0.0,60,ICMP response time,3,0,,0,,,,s
1539605585,871307201,0.0,60,ICMP response time,3,0,,0,,,,s
1539605645,543646199,0.0,60,ICMP response time,3,0,,0,,,,s
1539605705,217580514,0.0,60,ICMP response time,3,0,,0,,,,s
1539605765,889921072,0.0,60,ICMP response time,3,0,,0,,,,s
1539605825,563461115,0.0,60,ICMP response time,3,0,,0,,,,s
1539605885,234513862,0.0,60,ICMP response time,3,0,,0,,,,s
1539605945,905928740,0.0,60,ICMP response time,3,0,,0,,,,s
1539606005,578956478,0.0,60,ICMP response time,3,0,,0,,,,s
1539606065,249493247,0.0,60,ICMP response time,3,0,,0,,,,s
1539606125,922769259,0.0,60,ICMP response time,3,0,,0,,,,s
1539606185,595865825,0.0,60,ICMP response time,3,0,,0,,,,s
1539606245,268891029,0.0,60,ICMP response time,3,0,,0,,,,s
1539606305,940919734,0.0,60,ICMP response time,3,0,,0,,,,s
1539606365,621114312,0.0,60,ICMP response time,3,0,,0,,,,s
1539606425,291280935,0.0,60,ICMP response time,3,0,,0,,,,s
1539606485,964501887,0.0,60,ICMP response time,3,0,,0,,,,s
1539606545,638618316,0.0,60,ICMP response time,3,0,,0,,,,s
1539606605,312826923,0.0,60,ICMP response time,3,0,,0,,,,s
1539606665,984443685,0.0,60,ICMP response time,3,0,,0,,,,s
1539606725,656366449,0.0,60,ICMP response time,3,0,,0,,,,s
1539606785,328987888,0.0,60,ICMP response time,3,0,,0,,,,s
1539606846,1431226,0.0,60,ICMP response time,3,0,,0,,,,s
1539606905,672119801,0.0,60,ICMP response time,3,0,,0,,,,s
1539606965,344981239,0.0,60,ICMP response time,3,0,,0,,,,s
1539607025,16958499,0.0,60,ICMP response time,3,0,,0,,,,s
1539607085,690258577,0.0,60,ICMP response time,3,0,,0,,,,s
1539607145,363543725,0.0,60,ICMP response time,3,0,,0,,,,s
1539607205,35949213,0.0,60,ICMP response time,3,0,,0,,,,s
1539607265,707070855,0.0,60,ICMP response time,3,0,,0,,,,s
1539607325,379047120,0.0,60,ICMP response time,3,0,,0,,,,s
1539607385,34466752,0.0,60,ICMP response time,3,0,,0,,,,s
1539607445,706137098,0.0,60,ICMP response time,3,0,,0,,,,s
1539607505,379197888,0.0,60,ICMP response time,3,0,,0,,,,s
1539607565,51764528,0.0,60,ICMP response time,3,0,,0,,,,s
1539607625,725880298,0.0,60,ICMP response time,3,0,,0,,,,s
1539611946,720874634,0.0,60,ICMP response time,3,0,,0,,,,s
1539612005,699613022,0.0,60,ICMP response time,3,0,,0,,,,s
1539612065,374102644,0.0,60,ICMP response time,3,0,,0,,,,s
